date,game,player,team,prop_type,line,market_odds,closing_odds,result,notes
2026-04-18,TEX@SEA,Leo Rivas,SEA,2+ TB,1.5,295,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,ATL@PHI,Ronald Acuña Jr.,ATL,HR,0.5,415,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Ronald Acuña Jr.,ATL,2+ TB,1.5,100,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Drake Baldwin,ATL,HR,0.5,550,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,ATL@PHI,Drake Baldwin,ATL,2+ TB,1.5,130,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,ATL@PHI,Ozzie Albies,ATL,HR,0.5,770,,L,"2 H, 3 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,ATL@PHI,Ozzie Albies,ATL,2+ TB,1.5,150,,W,"2 H, 3 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,ATL@PHI,Matt Olson,ATL,HR,0.5,410,,L,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,ATL@PHI,Matt Olson,ATL,2+ TB,1.5,130,,W,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,ATL@PHI,Austin Riley,ATL,HR,0.5,510,,L,"2 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,ATL@PHI,Austin Riley,ATL,2+ TB,1.5,130,,W,"2 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,ATL@PHI,Mauricio Dubón,ATL,HR,0.5,1075,,L,"1 H, 1 TB, 0 HR, 0 R, 2 RBI"
2026-04-18,ATL@PHI,Mauricio Dubón,ATL,2+ TB,1.5,190,,L,"1 H, 1 TB, 0 HR, 0 R, 2 RBI"
2026-04-18,ATL@PHI,Eli White,ATL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Eli White,ATL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Jonah Heim,ATL,HR,0.5,,,L,"2 H, 3 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Jonah Heim,ATL,2+ TB,1.5,,,W,"2 H, 3 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Jorge Mateo,ATL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Jorge Mateo,ATL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Trea Turner,PHI,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Trea Turner,PHI,2+ TB,1.5,118,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Kyle Schwarber,PHI,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Kyle Schwarber,PHI,2+ TB,1.5,155,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Bryce Harper,PHI,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Bryce Harper,PHI,2+ TB,1.5,125,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Adolis García,PHI,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Adolis García,PHI,2+ TB,1.5,145,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,J.T. Realmuto,PHI,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,J.T. Realmuto,PHI,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Alec Bohm,PHI,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Alec Bohm,PHI,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Felix Reyes,PHI,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,ATL@PHI,Felix Reyes,PHI,2+ TB,1.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,ATL@PHI,Edmundo Sosa,PHI,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Edmundo Sosa,PHI,2+ TB,1.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Brandon Marsh,PHI,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,ATL@PHI,Brandon Marsh,PHI,2+ TB,1.5,172,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Shohei Ohtani,LAD,HR,0.5,194,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,Shohei Ohtani,LAD,2+ TB,1.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI; market line 2.5 excluded from 2+ TB ROI"
2026-04-18,LAD@COL,Kyle Tucker,LAD,HR,0.5,410,,W,"3 H, 6 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,LAD@COL,Kyle Tucker,LAD,2+ TB,1.5,-132,,W,"3 H, 6 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,LAD@COL,Andy Pages,LAD,HR,0.5,480,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Andy Pages,LAD,2+ TB,1.5,-148,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Freddie Freeman,LAD,HR,0.5,,,L,"2 H, 4 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Freddie Freeman,LAD,2+ TB,1.5,150,,W,"2 H, 4 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Teoscar Hernández,LAD,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Teoscar Hernández,LAD,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Max Muncy,LAD,HR,0.5,300,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Max Muncy,LAD,2+ TB,1.5,-110,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Dalton Rushing,LAD,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,LAD@COL,Dalton Rushing,LAD,2+ TB,1.5,150,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,LAD@COL,Alex Freeland,LAD,HR,0.5,775,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Alex Freeland,LAD,2+ TB,1.5,133,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Miguel Rojas,LAD,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Miguel Rojas,LAD,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Edouard Julien,COL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Edouard Julien,COL,2+ TB,1.5,167,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Mickey Moniak,COL,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,Mickey Moniak,COL,2+ TB,1.5,110,,W,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,TJ Rumfield,COL,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,LAD@COL,TJ Rumfield,COL,2+ TB,1.5,134,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,LAD@COL,Hunter Goodman,COL,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,Hunter Goodman,COL,2+ TB,1.5,113,,W,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,Ezequiel Tovar,COL,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,Ezequiel Tovar,COL,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,LAD@COL,Troy Johnston,COL,HR,0.5,,,L,"3 H, 5 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,LAD@COL,Troy Johnston,COL,2+ TB,1.5,138,,W,"3 H, 5 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,LAD@COL,Brenton Doyle,COL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Brenton Doyle,COL,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Kyle Karros,COL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,LAD@COL,Kyle Karros,COL,2+ TB,1.5,186,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,LAD@COL,Jordan Beck,COL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,LAD@COL,Jordan Beck,COL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Nathan Lukes,TOR,HR,0.5,950,,L,"3 H, 3 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Nathan Lukes,TOR,2+ TB,1.5,114,,W,"3 H, 3 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Ernie Clement,TOR,HR,0.5,1060,,L,"2 H, 3 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Ernie Clement,TOR,2+ TB,1.5,100,,W,"2 H, 3 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Vladimir Guerrero Jr.,TOR,HR,0.5,425,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Vladimir Guerrero Jr.,TOR,2+ TB,1.5,-109,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Jesús Sánchez,TOR,HR,0.5,510,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TOR@AZ,Jesús Sánchez,TOR,2+ TB,1.5,130,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TOR@AZ,Eloy Jiménez,TOR,HR,0.5,500,,L,"2 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Eloy Jiménez,TOR,2+ TB,1.5,128,,W,"2 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Andrés Giménez,TOR,HR,0.5,1000,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Andrés Giménez,TOR,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Kazuma Okamoto,TOR,HR,0.5,650,,L,"2 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TOR@AZ,Kazuma Okamoto,TOR,2+ TB,1.5,167,,W,"2 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TOR@AZ,Myles Straw,TOR,HR,0.5,1200,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Myles Straw,TOR,2+ TB,1.5,206,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Tyler Heineman,TOR,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Tyler Heineman,TOR,2+ TB,1.5,350,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Ketel Marte,AZ,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Ketel Marte,AZ,2+ TB,1.5,118,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Corbin Carroll,AZ,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 2 R, 4 RBI"
2026-04-18,TOR@AZ,Corbin Carroll,AZ,2+ TB,1.5,120,,W,"1 H, 4 TB, 1 HR, 2 R, 4 RBI"
2026-04-18,TOR@AZ,Geraldo Perdomo,AZ,HR,0.5,,,L,"3 H, 3 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TOR@AZ,Geraldo Perdomo,AZ,2+ TB,1.5,150,,W,"3 H, 3 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TOR@AZ,Lourdes Gurriel Jr.,AZ,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Lourdes Gurriel Jr.,AZ,2+ TB,1.5,115,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Adrian Del Castillo,AZ,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Adrian Del Castillo,AZ,2+ TB,1.5,170,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Jose Fernandez,AZ,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Jose Fernandez,AZ,2+ TB,1.5,152,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Nolan Arenado,AZ,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Nolan Arenado,AZ,2+ TB,1.5,166,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TOR@AZ,Ildemaro Vargas,AZ,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Ildemaro Vargas,AZ,2+ TB,1.5,168,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TOR@AZ,Alek Thomas,AZ,HR,0.5,,,L,"2 H, 3 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,TOR@AZ,Alek Thomas,AZ,2+ TB,1.5,196,,W,"2 H, 3 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,SD@LAA,Ramón Laureano,SD,HR,0.5,438,,L,"1 H, 1 TB, 0 HR, 0 R, 2 RBI"
2026-04-18,SD@LAA,Ramón Laureano,SD,2+ TB,1.5,-104,,L,"1 H, 1 TB, 0 HR, 0 R, 2 RBI"
2026-04-18,SD@LAA,Fernando Tatis Jr.,SD,HR,0.5,405,,L,"2 H, 2 TB, 0 HR, 0 R, 2 RBI"
2026-04-18,SD@LAA,Fernando Tatis Jr.,SD,2+ TB,1.5,110,,W,"2 H, 2 TB, 0 HR, 0 R, 2 RBI"
2026-04-18,SD@LAA,Jackson Merrill,SD,HR,0.5,400,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Jackson Merrill,SD,2+ TB,1.5,-2,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Manny Machado,SD,HR,0.5,475,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Manny Machado,SD,2+ TB,1.5,126,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Xander Bogaerts,SD,HR,0.5,900,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Xander Bogaerts,SD,2+ TB,1.5,135,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Miguel Andujar,SD,HR,0.5,990,,L,"2 H, 3 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Miguel Andujar,SD,2+ TB,1.5,138,,W,"2 H, 3 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Ty France,SD,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Ty France,SD,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Freddy Fermin,SD,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 2 R, 0 RBI"
2026-04-18,SD@LAA,Freddy Fermin,SD,2+ TB,1.5,100,,L,"1 H, 1 TB, 0 HR, 2 R, 0 RBI"
2026-04-18,SD@LAA,Jake Cronenworth,SD,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,SD@LAA,Jake Cronenworth,SD,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,SD@LAA,Zach Neto,LAA,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Zach Neto,LAA,2+ TB,1.5,130,,W,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Mike Trout,LAA,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Mike Trout,LAA,2+ TB,1.5,118,,W,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Nolan Schanuel,LAA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,SD@LAA,Nolan Schanuel,LAA,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,SD@LAA,Jo Adell,LAA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Jo Adell,LAA,2+ TB,1.5,140,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Yoán Moncada,LAA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Yoán Moncada,LAA,2+ TB,1.5,185,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Oswald Peraza,LAA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Oswald Peraza,LAA,2+ TB,1.5,50,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Josh Lowe,LAA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Josh Lowe,LAA,2+ TB,1.5,188,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Logan O'Hoppe,LAA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,SD@LAA,Logan O'Hoppe,LAA,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,SD@LAA,Adam Frazier,LAA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,SD@LAA,Adam Frazier,LAA,2+ TB,1.5,232,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
