rank,player,team,game,prop,line,current_odds,implied_probability,fair_probability,fair_price,edge_pct,confidence,recommendation,short_reasoning,required_recheck,source,last_update
212,Jac Caglianone,unavailable,KC@SEA,2+ total bases,1.5,182,0.3546,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
213,Riley Greene,unavailable,TEX@DET,2+ total bases,1.5,183,0.3534,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
214,Randy Arozarena,unavailable,KC@SEA,2+ total bases,1.5,184,0.3521,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
215,Michael Busch,unavailable,AZ@CHC,2+ total bases,1.5,184,0.3521,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
216,Hyeseong Kim,unavailable,LAD@STL,2+ total bases,1.5,185,0.3509,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
217,Gabriel Moreno,unavailable,AZ@CHC,2+ total bases,1.5,185,0.3509,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
218,Brandon Lockridge,unavailable,MIL@WSH,2+ total bases,1.5,186,0.3497,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
219,Spencer Horwitz,unavailable,CIN@PIT,2+ total bases,1.5,186,0.3497,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
220,Jeremiah Jackson,unavailable,BAL@NYY,2+ total bases,1.5,186,0.3497,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
221,Joc Pederson,unavailable,TEX@DET,2+ total bases,1.5,189,0.346,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
222,Willy Adames,unavailable,SF@TB,2+ total bases,1.5,190,0.3448,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
223,Travis d'Arnaud,unavailable,NYM@LAA,2+ total bases,1.5,190,0.3448,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
224,JJ Bleday,unavailable,CIN@PIT,2+ total bases,1.5,192,0.3425,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
225,Justin Crawford,unavailable,PHI@MIA,2+ total bases,1.5,192,0.3425,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
226,Adrian Del Castillo,unavailable,AZ@CHC,2+ total bases,1.5,193,0.3413,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
227,Zack Gelof,unavailable,CLE@ATH,2+ total bases,1.5,194,0.3401,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
228,Brice Matthews,unavailable,HOU@BOS,2+ total bases,1.5,195,0.339,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
229,Cole Young,unavailable,KC@SEA,2+ total bases,1.5,195,0.339,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
230,Chase Meidroth,unavailable,CWS@SD,2+ total bases,1.5,196,0.3378,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
231,Dylan Beavers,unavailable,BAL@NYY,2+ total bases,1.5,198,0.3356,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
232,Rob Refsnyder,unavailable,KC@SEA,2+ total bases,1.5,198,0.3356,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
233,Nolan Arenado,unavailable,AZ@CHC,2+ total bases,1.5,198,0.3356,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
234,David Hamilton,unavailable,MIL@WSH,2+ total bases,1.5,200,0.3333,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
235,Ben Williamson,unavailable,SF@TB,2+ total bases,1.5,200,0.3333,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
236,Masyn Winn,unavailable,LAD@STL,2+ total bases,1.5,200,0.3333,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
237,Yohendrick Pinango,unavailable,TOR@MIN,2+ total bases,1.5,202,0.3311,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
238,Jazz Chisholm,unavailable,BAL@NYY,2+ total bases,1.5,203,0.33,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
239,Mitch Garver,unavailable,KC@SEA,2+ total bases,1.5,204,0.3289,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
240,Ryan Vilade,unavailable,SF@TB,2+ total bases,1.5,205,0.3279,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
241,Matt Wallner,unavailable,TOR@MIN,2+ total bases,1.5,205,0.3279,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
242,Jose Fernandez,unavailable,AZ@CHC,2+ total bases,1.5,205,0.3279,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
243,Evan Carter,unavailable,TEX@DET,2+ total bases,1.5,206,0.3268,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
244,Jacob Young,unavailable,MIL@WSH,2+ total bases,1.5,206,0.3268,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
245,Keibert Ruiz,unavailable,MIL@WSH,2+ total bases,1.5,208,0.3247,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
246,Carson Kelly,unavailable,AZ@CHC,2+ total bases,1.5,208,0.3247,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
247,Henry Davis,unavailable,CIN@PIT,2+ total bases,1.5,210,0.3226,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
248,Connor Norby,unavailable,PHI@MIA,2+ total bases,1.5,210,0.3226,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
249,Alek Thomas,unavailable,AZ@CHC,2+ total bases,1.5,210,0.3226,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
250,Nick Fortes,unavailable,SF@TB,2+ total bases,1.5,211,0.3215,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
251,Jose Caballero,unavailable,BAL@NYY,2+ total bases,1.5,215,0.3175,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
252,Austin Wells,unavailable,BAL@NYY,2+ total bases,1.5,215,0.3175,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
253,Freddy Fermin,unavailable,CWS@SD,2+ total bases,1.5,219,0.3135,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
254,Ke'Bryan Hayes,unavailable,CIN@PIT,2+ total bases,1.5,220,0.3125,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
255,Max Schuemann,unavailable,BAL@NYY,2+ total bases,1.5,220,0.3125,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
256,Adam Frazier,unavailable,NYM@LAA,2+ total bases,1.5,220,0.3125,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
257,Tyler Heineman,unavailable,TOR@MIN,2+ total bases,1.5,222,0.3106,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
258,J.P. Crawford,unavailable,KC@SEA,2+ total bases,1.5,222,0.3106,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
259,Hao-Yu Lee,unavailable,TEX@DET,2+ total bases,1.5,224,0.3086,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
260,Coby Mayo,unavailable,BAL@NYY,2+ total bases,1.5,225,0.3077,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
261,Nolan Gorman,unavailable,LAD@STL,2+ total bases,1.5,225,0.3077,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
262,Pedro Pages,unavailable,LAD@STL,2+ total bases,1.5,225,0.3077,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
263,Josh Smith,unavailable,TEX@DET,2+ total bases,1.5,226,0.3067,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
264,Alejandro Osuna,unavailable,TEX@DET,2+ total bases,1.5,228,0.3049,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
265,Rafael Marchan,unavailable,PHI@MIA,2+ total bases,1.5,230,0.303,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
266,Nathan Church,unavailable,LAD@STL,2+ total bases,1.5,230,0.303,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
267,Dansby Swanson,unavailable,AZ@CHC,2+ total bases,1.5,230,0.303,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
268,Shay Whitcomb,unavailable,HOU@BOS,2+ total bases,1.5,231,0.3021,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
269,Edgar Quero,unavailable,CWS@SD,2+ total bases,1.5,235,0.2985,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
270,Owen Caissie,unavailable,PHI@MIA,2+ total bases,1.5,240,0.2941,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
271,Isaac Collins,unavailable,KC@SEA,2+ total bases,1.5,240,0.2941,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
272,Kyle Isbel,unavailable,KC@SEA,2+ total bases,1.5,240,0.2941,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
273,Tristan Peters,unavailable,CWS@SD,2+ total bases,1.5,245,0.2899,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
274,Danny Jansen,unavailable,TEX@DET,2+ total bases,1.5,250,0.2857,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
275,Jorge Barrosa,unavailable,AZ@CHC,2+ total bases,1.5,250,0.2857,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
276,Drew Gilbert,unavailable,SF@TB,2+ total bases,1.5,256,0.2809,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
277,Patrick Bailey,unavailable,SF@TB,2+ total bases,1.5,260,0.2778,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
278,Jorbit Vivas,unavailable,MIL@WSH,2+ total bases,1.5,268,0.2717,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
279,Nasim Nunez,unavailable,MIL@WSH,2+ total bases,1.5,274,0.2674,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
280,Graham Pauley,unavailable,PHI@MIA,2+ total bases,1.5,275,0.2667,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
281,Victor Scott,unavailable,LAD@STL,2+ total bases,1.5,282,0.2618,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
282,Taylor Walls,unavailable,SF@TB,2+ total bases,1.5,300,0.25,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
283,Leo Rivas,unavailable,KC@SEA,2+ total bases,1.5,300,0.25,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
284,Carlos Correa,unavailable,HOU@BOS,2+ total bases,1.5,-1,0.0099,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
