rank,player,team,game,lineup_spot,hr_odds,implied_probability,estimated_hr_probability,fair_odds,edge_pct,weather_park,pitch_type_matchup,confidence,recommendation,unit_size,short_reasoning,source,last_update
198,Miguel Rojas,unavailable,LAD@STL,unavailable,820,0.1087,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
199,Ezequiel Tovar,unavailable,ATL@COL,unavailable,820,0.1087,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
200,Alex Bregman,unavailable,AZ@CHC,unavailable,820,0.1087,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
201,Henry Davis,unavailable,CIN@PIT,unavailable,830,0.1075,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
202,Kyle Karros,unavailable,ATL@COL,unavailable,830,0.1075,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
203,Maikel Garcia,unavailable,KC@SEA,unavailable,830,0.1075,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
204,Tyler Stephenson,unavailable,CIN@PIT,unavailable,840,0.1064,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
205,Connor Norby,unavailable,PHI@MIA,unavailable,840,0.1064,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
206,Jonny DeLuca,unavailable,SF@TB,unavailable,840,0.1064,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
207,Nolan Schanuel,unavailable,NYM@LAA,unavailable,850,0.1053,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
208,Sam Antonacci,unavailable,CWS@SD,unavailable,850,0.1053,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
209,Keibert Ruiz,unavailable,MIL@WAS,unavailable,850,0.1053,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
210,Matt Vierling,unavailable,TEX@DET,unavailable,860,0.1042,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
211,Evan Carter,unavailable,TEX@DET,unavailable,870,0.1031,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
212,Brandon Marsh,unavailable,PHI@MIA,unavailable,870,0.1031,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
213,Brooks Lee,unavailable,TOR@MIN,unavailable,870,0.1031,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
214,Marcelo Mayer,unavailable,HOU@BOS,unavailable,880,0.102,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
215,Victor Caratini,unavailable,TOR@MIN,unavailable,880,0.102,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
216,Miguel Andujar,unavailable,CWS@SD,unavailable,880,0.102,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
217,Pete Crow-Armstrong,unavailable,AZ@CHC,unavailable,880,0.102,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
218,Owen Caissie,unavailable,PHI@MIA,unavailable,890,0.101,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
219,Joey Ortiz,unavailable,MIL@WSH,unavailable,900,0.1,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
220,Christian Vazquez,unavailable,HOU@BOS,unavailable,900,0.1,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
221,Nathan Church,unavailable,LAD@STL,unavailable,930,0.0971,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
222,Carlos Narvaez,unavailable,HOU@BOS,unavailable,940,0.0962,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
223,Adrian Del Castillo,unavailable,AZ@CHC,unavailable,940,0.0962,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
224,Spencer Steer,unavailable,CIN@PIT,unavailable,950,0.0952,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
225,Jeremiah Jackson,unavailable,BAL@NYY,unavailable,960,0.0943,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
226,Jakob Marsee,unavailable,PHI@MIA,unavailable,970,0.0935,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
227,Jacob Wilson,unavailable,CLE@A'S,unavailable,970,0.0935,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
228,David Hamilton,unavailable,MIL@WSH,unavailable,980,0.0926,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
229,Brayan Rocchio,unavailable,CLE@ATH,unavailable,980,0.0926,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
230,Brandon Lockridge,unavailable,MIL@WAS,unavailable,980,0.0926,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
231,Josh Smith,unavailable,TEX@DET,unavailable,990,0.0917,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
232,Patrick Bailey,unavailable,SF@TB,unavailable,1000,0.0909,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
233,Ryan Vilade,unavailable,SF@TB,unavailable,1000,0.0909,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
234,Nick Fortes,unavailable,SF@TB,unavailable,1000,0.0909,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
235,Luke Keaschall,unavailable,TOR@MIN,unavailable,1000,0.0909,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
236,Austin Martin,unavailable,TOR@MIN,unavailable,1000,0.0909,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
237,Freddy Fermin,unavailable,CWS@SD,unavailable,1000,0.0909,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
238,Isaac Collins,unavailable,KC@SEA,unavailable,1000,0.0909,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
239,J.P. Crawford,unavailable,KC@SEA,unavailable,1000,0.0909,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
240,David Hamilton,unavailable,MIL@WAS,unavailable,1000,0.0909,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
241,Brayan Rocchio,unavailable,CLE@A'S,unavailable,1000,0.0909,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
242,Andres Gimenez,unavailable,TOR@MIN,unavailable,1020,0.0893,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
243,Xavier Edwards,unavailable,PHI@MIA,unavailable,1040,0.0877,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
244,Drew Gilbert,unavailable,SF@TB,unavailable,1040,0.0877,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
245,Dansby Swanson,unavailable,AZ@CHC,unavailable,1040,0.0877,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
246,Justin Crawford,unavailable,PHI@MIA,unavailable,1060,0.0862,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
247,Pedro Pages,unavailable,LAD@STL,unavailable,1060,0.0862,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
248,Sal Frelick,unavailable,MIL@WAS,unavailable,1060,0.0862,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
249,Jeff McNeil,unavailable,CLE@A'S,unavailable,1060,0.0862,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
250,Darell Hernaiz,unavailable,CLE@A'S,unavailable,1060,0.0862,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
251,Rafael Marchan,unavailable,PHI@MIA,unavailable,1080,0.0847,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
252,Ernie Clement,unavailable,TOR@MIN,unavailable,1080,0.0847,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
253,Sal Frelick,unavailable,MIL@WSH,unavailable,1100,0.0833,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
254,Konnor Griffin,unavailable,CIN@PIT,unavailable,1100,0.0833,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
255,Max Schuemann,unavailable,BAL@NYY,unavailable,1100,0.0833,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
256,Graham Pauley,unavailable,PHI@MIA,unavailable,1100,0.0833,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
257,Chase Meidroth,unavailable,CWS@SD,unavailable,1100,0.0833,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
258,Matt McLain,unavailable,CIN@PIT,unavailable,1120,0.082,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
259,Alec Bohm,unavailable,PHI@MIA,unavailable,1120,0.082,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
260,Jake McCarthy,unavailable,ATL@COL,unavailable,1120,0.082,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
261,Carson Kelly,unavailable,AZ@CHC,unavailable,1120,0.082,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
262,Gabriel Moreno,unavailable,AZ@CHC,unavailable,1120,0.082,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
263,Brandon Lockridge,unavailable,MIL@WSH,unavailable,1125,0.0816,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
264,TJ Friedl,unavailable,CIN@PIT,unavailable,1140,0.0806,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
265,Spencer Horwitz,unavailable,CIN@PIT,unavailable,1140,0.0806,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
266,Tristan Peters,unavailable,CWS@SD,unavailable,1140,0.0806,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
267,Edgar Quero,unavailable,CWS@SD,unavailable,1140,0.0806,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
268,Nasim Nunez,unavailable,MIL@WAS,unavailable,1140,0.0806,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
269,Steven Kwan,unavailable,CLE@ATH,unavailable,1150,0.08,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
270,Adam Frazier,unavailable,NYM@LAA,unavailable,1160,0.0794,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
271,Leo Rivas,unavailable,KC@SEA,unavailable,1160,0.0794,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
272,Jorbit Vivas,unavailable,MIL@WAS,unavailable,1180,0.0781,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
273,Caleb Durbin,unavailable,HOU@BOS,unavailable,1200,0.0769,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
274,Shay Whitcomb,unavailable,HOU@BOS,unavailable,1220,0.0758,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
275,Santiago Espinal,unavailable,LAD@STL,unavailable,1220,0.0758,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
276,Steven Kwan,unavailable,CLE@A'S,unavailable,1240,0.0746,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
277,Ben Williamson,unavailable,SF@TB,unavailable,1260,0.0735,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
278,Nolan Arenado,unavailable,AZ@CHC,unavailable,1260,0.0735,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
279,Jacob Young,unavailable,MIL@WAS,unavailable,1260,0.0735,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
280,Jung Hoo Lee,unavailable,SF@TB,unavailable,1280,0.0725,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
281,Kyle Isbel,unavailable,KC@SEA,unavailable,1280,0.0725,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
282,Nick Gonzales,unavailable,CIN@PIT,unavailable,1300,0.0714,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
283,Masyn Winn,unavailable,LAD@STL,unavailable,1300,0.0714,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
284,Alejandro Osuna,unavailable,TEX@DET,unavailable,1320,0.0704,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
285,Alek Thomas,unavailable,AZ@CHC,unavailable,1320,0.0704,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
286,Taylor Walls,unavailable,SF@TB,unavailable,1360,0.0685,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
287,Jose Fernandez,unavailable,AZ@CHC,unavailable,1380,0.0676,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
288,Ke'Bryan Hayes,unavailable,CIN@PIT,unavailable,1440,0.0649,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
289,Tyler Heineman,unavailable,TOR@MIN,unavailable,1440,0.0649,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
290,Luisangel Acuna,unavailable,CWS@SD,unavailable,1450,0.0645,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
291,Hyeseong Kim,unavailable,LAD@STL,unavailable,1475,0.0635,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
292,Jorge Barrosa,unavailable,AZ@CHC,unavailable,1500,0.0625,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
293,Luis Arraez,unavailable,SF@TB,unavailable,1540,0.061,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
294,Victor Scott II,unavailable,LAD@STL,unavailable,1560,0.0602,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
295,Geraldo Perdomo,unavailable,AZ@CHC,unavailable,1600,0.0588,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
